	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число полученных открепительных  удостоверений	Число открепительных удостоверений, выданных избирателям на избирательном участке	Число избирателей, проголосовавших по открепительным удостоверениям	Число неиспользованных открепительных удостоверений	Число открепительных удостоверений, выданных избирателям ТИК	Число утраченных открепительных удостоверений	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Жириновский Владимир Вольфович	Зюганов Геннадий Андреевич	Миронов Сергей Михайлович	Прохоров Михаил Дмитриевич	Путин Владимир Владимирович
УИК №2003	2246	2000	0	1173	51	776	51	1169	31	1189	70	62	28	8	1	0	0	0	91	229	49	217	603
УИК №2004	1643	1300	0	915	58	327	58	915	20	953	50	44	31	6	3	0	0	0	73	171	49	176	484
УИК №2005	2537	2200	0	1378	57	765	57	1371	37	1391	68	64	60	4	5	0	0	0	100	280	62	160	789
УИК №2006	2535	2200	0	1361	81	758	81	1361	25	1417	55	55	34	0	1	0	0	0	85	271	55	285	721
УИК №2007	2818	2500	0	1507	25	968	25	1502	42	1485	53	53	26	0	7	0	0	0	91	282	75	304	733
УИК №2008	2265	2000	0	1277	21	702	21	1277	15	1283	50	49	41	1	0	0	0	0	73	270	73	247	620
УИК №2009	2115	1800	0	1268	40	492	40	1267	25	1282	50	40	22	10	3	0	0	0	69	247	75	281	610
УИК №2010	2426	2100	0	1340	106	654	106	1332	34	1404	65	65	89	0	8	0	0	0	83	274	65	209	773
УИК №2011	2002	1800	0	1151	88	561	88	1151	11	1228	65	65	82	0	8	0	0	0	64	259	26	101	778
УИК №2012	2659	2400	0	1449	49	902	49	1449	36	1462	65	65	53	0	7	0	0	0	93	265	86	226	792
УИК №201	2441	2300	0	1417	62	821	62	1405	41	1426	60	53	33	7	0	0	0	0	61	314	74	435	542
УИК №2013	2419	2100	0	1362	107	631	107	1362	30	1439	60	60	54	0	8	0	0	0	98	251	66	103	921
УИК №2014	2511	2200	0	1301	127	772	127	1292	10	1409	60	60	46	0	8	0	0	0	87	148	67	119	988
УИК №2015	2472	2200	0	1264	73	863	73	1264	27	1310	62	62	48	0	17	0	0	0	83	271	63	252	641
УИК №2016	2190	2000	0	1161	100	739	100	1161	20	1241	60	60	33	0	10	0	0	0	86	218	49	167	721
УИК №2017	1801	1600	0	950	78	572	78	950	12	1016	60	60	43	0	8	0	0	0	81	208	56	162	509
УИК №2018	2602	2300	0	1341	47	912	47	1336	40	1343	60	60	37	0	6	0	0	0	99	266	81	256	641
УИК №2019	2520	2300	0	1402	71	827	70	1400	25	1445	60	60	45	0	17	0	0	0	91	266	71	330	687
УИК №2020	2745	2500	0	1409	45	1046	45	1407	26	1426	60	60	33	0	7	0	0	0	72	303	69	290	692
УИК №20	2085	1500	0	1199	34	267	34	1199	16	1217	50	38	56	12	2	0	0	0	69	230	63	375	480
УИК №2021	2231	2000	0	1355	8	633	8	1350	14	1344	60	59	55	1	7	0	4	0	74	269	72	305	624
УИК №2022	2291	2000	0	1456	19	525	19	1454	19	1454	70	70	55	0	9	0	0	0	92	348	83	288	643
УИК №202	2316	2200	0	1300	43	857	43	1297	31	1309	70	46	49	24	0	0	0	0	57	234	74	375	569
УИК №2023	2633	2400	0	1734	15	651	15	1731	20	1726	80	80	60	0	8	0	0	0	92	462	87	362	723
УИК №2024	2316	2100	0	1264	64	772	64	1154	22	1196	60	60	94	0	15	0	0	0	82	261	33	222	598
УИК №2025	2183	2000	0	1223	46	731	46	1116	26	1136	60	60	50	0	20	0	0	0	79	202	57	164	634
УИК №2026	2322	2100	0	1321	110	669	110	1212	9	1313	60	60	39	0	11	0	0	0	84	161	54	179	835
УИК №2027	1885	1700	0	1067	36	597	36	1067	5	1098	60	44	59	16	18	0	0	0	46	201	68	95	688
УИК №2028	2353	2100	0	1255	126	719	126	1255	0	1381	60	60	45	0	11	0	0	0	117	366	7	19	872
УИК №2029	2220	2000	0	1080	93	827	93	1077	27	1143	75	75	58	0	15	0	0	0	84	213	61	190	595
УИК №2030	2152	1900	0	1204	54	642	54	1204	29	1229	60	60	60	0	13	0	0	0	79	248	50	172	680
УИК №2031	1863	1700	0	998	60	642	60	995	10	1045	40	40	38	0	3	0	0	0	58	179	39	212	557
УИК №2032	2298	2100	0	1124	105	871	105	1116	16	1205	60	60	52	0	19	0	0	0	76	226	56	174	673
УИК №203	2422	2200	0	1465	54	681	54	1465	43	1476	65	58	62	7	2	0	0	0	38	282	88	583	485
УИК №2033	2005	1800	0	1087	75	638	75	1085	30	1130	60	60	53	0	11	0	0	0	66	210	55	194	605
УИК №2034	2720	2500	0	1400	100	1000	100	1400	35	1465	60	60	35	0	7	0	0	0	50	299	72	234	810
УИК №2035	1776	1500	0	859	19	622	19	854	12	861	60	52	50	8	14	0	0	0	80	136	25	95	525
УИК №2036	2388	2200	0	1189	49	962	49	1184	24	1209	60	36	44	24	10	0	0	0	65	217	63	229	635
УИК №2037	2086	1800	0	1061	50	689	50	1061	19	1092	40	40	63	0	9	0	0	0	64	172	61	101	694
УИК №2038	2002	1800	0	1029	62	709	62	1029	16	1075	60	60	73	0	16	0	0	0	38	151	21	166	699
УИК №2039	2635	2400	0	1370	97	933	97	1370	25	1442	65	63	64	2	16	0	0	0	104	298	60	164	816
УИК №2040	1893	1600	0	1033	18	549	18	1019	20	1017	65	65	105	0	6	0	0	0	74	195	41	190	517
УИК №2041	1772	1500	0	1025	23	452	23	1025	24	1024	50	45	69	5	4	0	0	0	69	191	37	116	611
УИК №2042	1944	1500	0	1335	79	86	79	1335	199	1215	105	105	83	0	4	0	0	0	94	151	45	115	810
УИК №204	2342	2200	0	1373	107	720	107	1368	33	1442	70	42	52	28	2	0	0	0	49	284	71	496	542
УИК №2043	2332	2100	0	1149	44	907	44	1140	18	1166	60	58	83	2	13	0	0	0	137	222	40	106	661
УИК №2044	2249	1900	0	1396	32	472	32	1395	26	1401	110	110	45	0	8	0	0	0	109	271	71	249	701
УИК №2045	1835	1700	0	1051	9	640	9	1051	24	1036	35	35	38	0	12	0	0	0	81	228	52	186	489
УИК №2046	2457	2300	0	1517	15	768	15	1516	25	1506	75	75	34	0	18	0	0	0	91	360	67	280	708
УИК №2047	2522	2300	0	1282	23	995	23	1282	26	1279	60	60	44	0	14	0	0	0	92	256	69	222	640
УИК №2048	2658	2400	0	1428	20	952	20	1420	31	1409	63	63	49	0	8	0	0	0	101	283	64	250	711
УИК №2049	2634	2400	0	1294	15	1091	15	1288	19	1284	60	60	57	0	17	0	0	0	115	229	79	207	654
УИК №2050	2057	1200	0	1061	3	136	3	1060	15	1048	20	11	75	9	1	0	0	0	72	196	55	269	456
УИК №2051	2819	1950	0	1572	38	340	38	1571	33	1576	62	62	41	0	0	0	0	0	75	266	90	503	642
УИК №2052	2458	1700	0	1389	54	257	54	1385	52	1387	70	70	47	0	2	0	0	0	72	261	88	377	589
УИК №205	2956	2800	0	1618	41	1141	41	1612	36	1617	80	68	44	12	1	0	0	0	63	306	95	546	607
УИК №2053	2837	2000	0	1785	29	184	29	1776	40	1765	30	30	46	0	7	0	2	0	91	289	97	726	562
УИК №2054	2892	2000	0	1605	45	350	45	1600	29	1616	70	70	75	0	11	0	0	0	92	300	67	426	731
УИК №2055	2718	1850	0	1447	49	354	49	1440	32	1457	53	53	52	0	7	0	0	0	81	294	83	333	666
УИК №2056	2548	1800	0	1318	52	430	52	1315	27	1340	45	44	42	1	8	0	0	0	65	251	64	307	653
УИК №2057	2103	1450	0	1102	35	313	35	1100	19	1116	34	34	48	0	11	0	0	0	66	193	48	274	535
УИК №2058	2383	1650	0	1202	52	394	52	1202	17	1237	41	40	45	1	5	0	2	0	71	222	66	256	622
УИК №2059	2226	1550	0	1107	48	395	48	1103	29	1122	50	45	30	5	8	0	0	0	65	217	76	241	523
УИК №2060	2885	2000	0	1590	47	363	47	1584	25	1606	61	55	61	6	5	0	0	0	99	303	75	406	723
УИК №2061	2984	2000	0	1578	40	382	40	1575	38	1577	40	37	98	3	9	0	0	0	92	314	64	463	644
УИК №2062	2637	1850	0	1573	14	263	14	1573	47	1540	50	49	92	1	5	0	0	0	77	262	69	594	538
УИК №206	2457	2300	0	1397	62	841	62	1390	37	1415	55	54	52	1	2	0	0	0	58	329	90	362	576
УИК №2063	1778	1250	0	1043	33	174	33	1043	34	1042	41	41	56	0	1	0	0	0	36	260	49	292	405
УИК №2064	2147	1500	0	1231	49	220	49	1225	31	1243	50	49	56	1	3	0	0	0	56	228	69	362	528
УИК №2065	2706	1650	0	1452	18	180	18	1452	32	1438	48	48	52	0	5	0	0	0	64	270	63	498	543
УИК №2066	2742	1950	0	1380	50	520	50	1377	21	1406	80	80	68	0	14	0	0	0	117	285	83	257	664
УИК №2067	1941	1350	0	1038	23	289	23	1031	18	1036	30	30	64	0	7	0	0	0	44	222	56	275	439
УИК №2068	2049	1450	0	1179	35	236	35	1176	29	1182	58	56	52	2	4	0	0	0	57	235	63	359	468
УИК №2069	2342	1600	0	1265	20	315	20	1261	28	1253	50	50	44	0	6	0	0	0	62	215	54	384	538
УИК №2070	2156	1500	0	1119	28	353	28	1116	34	1110	50	48	22	2	10	0	0	0	58	222	69	295	466
УИК №2071	1845	1300	0	1056	27	217	27	1054	15	1066	40	40	44	0	2	0	0	0	50	222	59	321	414
УИК №207	1877	1600	0	1069	30	501	30	1064	22	1072	40	29	46	11	0	0	0	0	55	202	75	313	427
УИК №2072	2213	1550	0	1346	35	169	35	1339	22	1352	48	48	48	0	5	0	0	0	53	255	74	461	509
УИК №2073	2639	1900	0	1460	26	414	26	1456	25	1457	61	61	28	0	7	0	0	0	53	344	95	397	568
УИК №2074	2022	1500	0	1152	36	312	36	1141	20	1157	44	44	92	0	0	0	0	0	59	184	78	362	474
УИК №2075	1945	1350	0	1031	46	273	45	1030	28	1047	36	34	43	2	4	0	0	0	60	204	70	246	467
УИК №2076	1978	1350	0	1100	28	222	28	1099	26	1101	40	36	40	4	1	0	0	0	40	191	64	373	433
УИК №2077	2616	1850	0	1584	72	194	72	1581	35	1618	58	54	155	4	3	0	0	0	75	367	82	395	699
УИК №2078	2203	1500	0	1309	64	127	64	1303	25	1342	46	42	83	4	0	0	0	0	45	293	88	407	509
УИК №2079	1788	1400	0	1184	33	183	33	1171	23	1181	40	36	402	4	1	0	0	0	36	206	62	283	594
УИК №2080	2249	1600	0	1350	53	197	53	1350	23	1380	56	56	64	0	1	0	0	0	50	291	77	415	547
УИК №2081	2389	1650	0	1412	78	160	78	1410	35	1453	55	52	63	3	2	0	0	0	54	355	85	411	548
УИК №2082	2116	1500	0	1253	42	205	42	1253	35	1260	60	56	57	4	0	0	0	0	69	282	46	407	456
УИК №208	2726	2500	0	1511	50	939	50	1503	45	1508	60	59	132	1	3	0	0	0	85	255	84	409	675
УИК №2083	1933	1350	0	1147	57	146	57	1143	18	1182	43	42	47	1	2	0	0	0	43	272	54	409	404
УИК №2084	1755	1200	0	1046	48	106	48	1040	21	1067	30	27	63	3	0	0	0	0	42	210	65	339	411
УИК №2085	1928	1350	0	1208	36	106	36	1205	28	1213	52	49	72	3	2	0	0	0	46	230	56	426	455
УИК №2086	1807	1450	0	1166	36	248	36	1166	18	1184	50	49	58	1	2	0	0	0	46	226	75	384	453
УИК №2087	2025	1400	0	1255	42	103	42	1249	30	1261	33	33	58	0	5	0	0	0	47	261	76	446	431
УИК №2088	1617	1100	0	995	31	74	31	994	31	994	30	30	53	0	1	0	0	0	54	195	48	289	408
УИК №2089	2368	1650	0	1401	41	208	41	1394	44	1391	72	62	54	10	0	0	0	0	52	306	73	465	495
УИК №2090	2384	1750	0	1554	68	128	68	1554	42	1580	55	55	71	0	2	0	0	0	47	368	72	489	604
УИК №2091	2414	1700	0	1477	60	163	60	1464	32	1492	50	47	79	3	3	0	0	0	66	298	92	447	589
УИК №2092	2507	1800	0	1395	61	344	61	1374	36	1399	52	50	48	2	3	0	0	0	71	319	68	400	541
УИК №209	2567	2500	0	1436	49	1015	49	1432	33	1448	70	51	27	19	3	0	0	0	94	335	77	338	604
УИК №2093	2477	1700	0	1380	73	247	73	1370	34	1409	50	50	32	0	1	0	0	0	77	264	81	382	605
УИК №2094	2161	1500	0	1230	47	223	47	1227	33	1241	55	50	75	5	0	0	0	0	52	254	72	379	484
УИК №2095	2315	1600	0	1386	58	156	58	1384	40	1402	50	46	51	4	2	0	0	0	63	302	88	408	541
УИК №2096	2492	1700	0	1448	83	169	83	1442	35	1490	55	51	152	4	4	0	0	0	37	297	101	568	487
УИК №2097	2097	1450	0	1149	53	248	53	1149	34	1168	50	47	69	3	1	0	0	0	31	232	67	410	428
УИК №2098	2772	1950	0	1576	52	322	52	1568	30	1590	65	60	75	5	0	0	0	0	77	319	89	455	650
УИК №2099	2365	2100	0	1258	47	795	47	1258	27	1278	49	48	28	1	1	0	0	0	80	238	67	265	628
УИК №2100	2166	1900	0	1157	62	681	62	1154	22	1194	42	40	37	2	4	0	0	0	67	235	79	266	547
УИК №2101	2014	1800	0	1082	34	684	34	1077	19	1092	57	56	25	1	20	0	0	0	79	202	65	223	523
УИК №2102	2173	1900	0	1185	47	668	47	1181	23	1205	67	67	38	0	3	0	0	0	80	239	60	268	558
УИК №210	2571	2400	0	1466	66	868	66	1461	33	1494	60	47	63	13	1	0	0	0	58	308	80	485	563
УИК №2103	2288	2000	0	1217	68	715	68	1214	17	1265	48	46	51	2	11	0	0	0	69	244	64	263	625
УИК №2104	2516	2200	0	1321	49	830	49	1316	27	1338	52	52	44	0	15	0	0	0	114	236	82	270	636
УИК №2105	2529	2200	0	1263	77	860	77	1258	24	1311	50	50	41	0	17	0	0	0	79	250	80	234	668
УИК №2106	2703	2400	0	1513	55	832	55	1501	35	1521	42	41	34	1	7	0	0	0	77	288	79	340	737
УИК №2107	2414	2200	0	1230	73	897	73	1225	21	1277	40	39	18	1	5	0	0	0	92	236	76	271	602
УИК №2108	2543	2200	0	1368	81	751	81	1367	25	1423	40	40	64	0	8	0	0	0	75	285	81	343	639
УИК №2109	2262	2000	0	1194	68	738	68	1190	18	1240	50	50	18	0	5	0	0	0	59	306	71	274	530
УИК №2110	2615	2300	0	1342	76	882	76	1338	31	1383	45	45	42	0	6	0	0	0	88	268	81	284	662
УИК №2111	2640	2100	0	1529	149	422	149	1520	35	1634	50	48	77	2	10	0	0	0	96	273	67	485	713
УИК №2112	2429	2000	0	1323	46	631	46	1321	26	1341	25	25	109	0	7	0	0	0	84	226	64	323	644
УИК №211	2295	2000	0	1243	50	707	50	1238	29	1259	60	50	53	10	2	0	0	0	90	252	60	292	565
УИК №2113	2598	2300	0	1392	40	868	40	1389	30	1399	54	53	51	1	14	0	0	0	119	283	75	239	683
УИК №2114	2661	2400	0	1416	63	921	63	1411	30	1444	52	49	53	3	11	0	0	0	107	255	57	269	756
УИК №2115	2659	2400	0	1410	66	924	66	1408	27	1447	50	48	32	2	10	0	0	0	87	288	87	281	704
УИК №2116	2233	2000	0	1289	51	660	51	1275	25	1301	40	40	75	0	2	0	0	0	79	285	69	307	561
УИК №2117	2294	2000	0	1299	60	641	60	1293	20	1333	45	45	54	0	5	0	0	0	74	286	59	275	639
УИК №2118	2736	2400	0	1625	69	706	69	1619	38	1650	52	52	30	0	4	0	0	0	92	366	92	366	734
УИК №2119	2700	2400	0	1516	69	815	69	1502	27	1544	65	64	88	1	11	0	0	0	95	295	88	374	692
УИК №2120	2052	1800	0	1013	48	739	48	1004	13	1039	36	36	29	0	11	0	0	0	49	199	73	232	486
УИК №2121	2040	1800	0	1028	64	708	64	1025	15	1074	36	33	26	3	4	0	0	0	76	209	59	203	527
УИК №2122	2016	1800	0	1063	58	679	58	1051	15	1094	42	42	23	0	14	0	0	0	74	216	53	184	567
УИК №212	2718	2500	0	1342	41	1117	41	1337	20	1358	60	48	39	12	2	0	0	0	77	248	81	323	629
УИК №2123	2059	1800	0	1087	71	642	71	1085	25	1131	36	36	98	0	4	0	0	0	78	237	77	189	550
УИК №2124	2727	2300	0	1482	27	791	27	1475	38	1464	60	60	115	0	9	0	0	0	76	260	89	380	659
УИК №2125	2473	2300	0	1318	67	915	67	1317	21	1363	50	50	42	0	5	0	0	0	74	291	83	287	628
УИК №21	2559	2000	0	1282	63	655	63	1279	28	1314	50	36	84	14	2	0	0	0	69	270	59	381	535
УИК №2126	2923	2600	0	1590	55	955	55	1586	46	1595	65	65	84	0	21	0	0	0	117	300	75	358	745
УИК №2127	2799	2500	0	1565	51	884	51	1555	28	1578	45	44	50	1	10	0	0	0	96	323	86	352	721
УИК №2128	2380	2100	0	1256	34	810	34	1256	18	1272	48	45	51	3	7	0	0	0	104	235	69	263	601
УИК №2129	3178	2700	0	2025	0	675	0	2021	53	1968	12	12	46	0	0	0	0	0	122	272	53	660	861
УИК №2130	2334	2100	0	1347	90	663	90	1347	23	1414	122	122	15	0	3	0	0	0	63	295	68	332	656
УИК №2131	2663	2500	0	1504	72	924	72	1486	39	1519	44	44	60	0	2	0	0	0	100	332	76	385	626
УИК №213	2245	2300	0	1828	0	472	0	1821	22	1799	20	8	725	12	1	0	0	0	114	165	28	223	1269
УИК №2132	2522	2400	0	1431	73	896	73	1427	42	1458	44	44	14	0	3	0	0	0	68	291	68	456	575
УИК №2133	2295	2100	0	1286	46	768	46	1280	36	1290	57	56	50	1	6	0	0	0	67	220	69	305	629
УИК №2134	2160	2000	0	1211	34	755	34	1211	45	1200	44	43	16	1	3	0	0	0	60	225	74	348	493
УИК №2135	2140	2000	0	1179	56	765	56	1179	20	1215	44	42	20	2	0	0	0	0	44	249	86	340	496
УИК №2136	2083	1900	0	1205	54	641	54	1205	20	1239	40	40	37	0	5	0	0	0	54	238	90	345	512
УИК №2137	2260	2100	0	1258	44	798	44	1230	31	1243	50	49	47	1	7	0	0	0	78	228	80	318	539
УИК №2138	2134	1900	0	1199	47	654	47	1199	25	1221	34	34	45	0	1	0	0	0	68	246	88	278	541
УИК №2139	2361	2200	0	1330	45	825	45	1307	32	1320	50	47	17	3	2	0	0	0	70	299	57	291	603
УИК №2140	2211	2000	0	1186	47	767	47	1186	21	1212	44	42	18	2	3	0	0	0	55	240	90	297	530
УИК №2141	2288	2100	0	1255	86	759	86	1252	26	1312	44	43	14	1	2	0	0	0	62	252	69	283	646
УИК №2142	2193	2000	0	1277	60	663	60	1273	22	1311	44	40	56	4	1	0	0	0	73	283	96	307	552
УИК №214	2442	2200	0	1357	42	801	42	1356	29	1369	60	47	52	13	2	0	0	0	68	277	85	397	542
УИК №2143	2342	2200	0	1345	62	793	62	1330	31	1361	50	50	23	0	5	0	0	0	73	264	87	337	600
УИК №2144	2304	2000	0	1504	35	461	35	1500	34	1501	31	26	36	5	1	0	0	0	116	248	70	463	604
УИК №2145	2057	1900	0	1139	61	700	61	1110	19	1152	44	44	15	0	4	0	0	0	90	218	49	231	564
УИК №2146	2134	1900	0	1093	30	777	30	1089	17	1102	37	36	52	1	3	0	0	0	69	227	62	236	508
УИК №2147	2148	2000	0	1005	64	931	64	997	14	1047	34	32	11	2	5	0	0	0	79	215	47	199	507
УИК №2148	2556	2300	0	1524	32	744	32	1524	36	1520	40	40	58	0	3	0	0	0	77	299	73	416	655
УИК №2149	2282	2100	0	1280	60	760	60	1280	30	1310	44	44	64	0	4	0	0	0	84	263	68	268	627
УИК №2150	1756	1600	0	980	58	562	58	980	12	1026	44	44	26	0	5	0	0	0	55	237	41	209	484
УИК №2151	2229	2100	0	1248	62	790	62	1240	26	1276	48	48	42	0	3	0	0	0	94	262	60	270	590
УИК №2152	2231	2000	0	1327	39	634	39	1322	24	1337	44	43	62	1	2	0	0	0	64	250	59	378	586
УИК №215	2223	2100	0	1245	50	805	50	1242	34	1258	70	57	11	13	0	0	0	0	75	275	75	325	508
УИК №2153	2612	2400	0	1343	56	1001	56	1338	30	1364	66	62	15	4	6	0	0	0	102	264	73	294	631
УИК №2154	2505	2300	0	1415	25	860	25	1410	31	1404	44	43	40	1	0	0	0	0	78	313	62	345	606
УИК №2155	2444	2300	0	1288	40	972	40	1284	33	1291	44	41	16	3	10	0	0	0	103	218	73	282	615
УИК №2156	2554	2400	0	1425	93	882	93	1425	29	1489	61	61	34	0	4	0	0	0	75	312	77	369	656
УИК №2157	2331	2000	0	1391	55	554	55	1385	23	1417	50	46	72	4	7	0	0	0	71	318	94	343	591
УИК №2158	2265	2000	0	1424	25	551	25	1420	40	1405	50	47	69	3	5	0	0	0	61	308	74	320	642
УИК №2159	2441	2300	0	1383	34	883	34	1369	22	1381	47	45	30	2	8	0	0	0	89	284	60	374	574
УИК №2160	2399	2200	0	1394	35	771	35	1387	37	1385	51	49	24	2	0	0	0	0	84	274	91	359	577
УИК №2161	2539	2300	0	1572	27	701	27	1567	37	1557	46	46	49	0	2	0	0	0	93	299	87	344	734
УИК №2162	2186	2000	0	1289	26	685	26	1289	25	1290	40	39	32	1	5	0	0	0	62	240	72	374	542
УИК №216	2467	2300	0	1332	39	929	39	1326	22	1343	70	60	48	10	1	0	0	0	80	252	75	358	578
УИК №2163	2468	2100	0	1437	16	647	16	1432	27	1421	30	28	70	2	1	0	0	0	69	259	57	512	524
УИК №2164	2733	2500	0	1666	57	777	57	1636	35	1658	57	55	29	2	3	0	0	0	85	357	100	428	688
УИК №2165	2554	2400	0	1455	48	897	48	1447	28	1467	54	54	40	0	3	0	0	0	74	310	79	386	618
УИК №2166	2708	2500	0	1443	30	1027	30	1437	45	1422	60	60	51	0	2	0	0	0	114	242	86	357	623
УИК №2167	2730	2500	0	1589	62	849	62	1583	38	1607	40	40	37	0	4	0	0	0	72	294	89	469	683
УИК №2168	2621	2400	0	1442	56	902	56	1429	37	1448	48	47	32	1	2	0	0	0	64	276	94	368	646
УИК №2169	2704	2400	0	1573	43	784	43	1564	23	1584	64	63	32	1	5	0	0	0	75	313	97	400	699
УИК №2170	2505	2300	0	1447	57	796	57	1447	41	1463	58	55	19	3	2	0	0	0	78	279	91	361	654
УИК №2171	2445	2200	0	1404	49	747	49	1403	50	1402	54	52	51	2	4	0	0	0	99	279	79	316	629
УИК №2172	2391	1650	0	1266	65	319	65	1266	26	1305	70	60	100	10	7	0	0	0	90	264	74	267	610
УИК №217	2561	2400	0	1534	63	803	63	1529	32	1560	60	50	43	10	0	0	0	0	79	333	100	415	633
УИК №2173	2281	1800	0	1328	68	404	68	1328	36	1360	50	47	104	3	0	0	0	0	70	284	72	287	647
УИК №2174	2463	1650	0	1402	65	183	65	1402	26	1441	70	66	62	4	3	0	0	0	82	271	76	332	680
УИК №2175	2875	2100	0	1506	66	528	66	1504	15	1555	85	81	202	4	4	0	0	0	93	282	71	326	783
УИК №2176	2573	2050	0	1490	43	517	43	1489	30	1502	100	77	59	23	8	0	0	0	123	312	79	246	742
УИК №2177	2761	1850	0	1524	72	254	72	1519	14	1577	60	60	143	0	2	0	0	0	117	279	82	297	802
УИК №2	1778	1300	0	1045	37	218	37	1045	12	1070	50	39	61	11	1	0	0	0	43	203	69	347	408
УИК №2178	2786	2100	0	1519	76	505	76	1514	34	1556	80	76	160	4	6	0	0	0	127	282	74	279	794
УИК №2179	2754	2000	0	1547	98	355	98	1545	28	1615	80	77	77	3	4	0	0	0	103	316	90	298	808
УИК №2180	2782	2100	0	1590	66	444	66	1586	45	1607	65	53	71	12	4	0	0	0	108	301	102	327	769
УИК №2181	2729	2100	0	1432	61	607	61	1429	29	1461	70	66	96	4	4	0	0	0	108	295	75	290	693
УИК №2182	2771	2150	0	1552	64	534	64	1551	29	1586	80	76	56	4	3	0	0	0	120	298	80	283	805
УИК №218	2521	2300	0	1461	42	797	42	1459	39	1462	70	52	34	18	1	0	0	0	69	279	85	448	581
УИК №2183	2451	1700	0	1318	117	265	117	1313	36	1394	60	55	29	5	2	0	0	0	76	271	83	281	683
УИК №2184	2427	1900	0	1243	54	603	54	1243	64	1233	85	76	76	9	5	0	0	0	74	261	87	233	578
УИК №2185	2143	1650	0	1215	88	347	88	1215	53	1250	55	55	123	0	3	0	0	0	77	232	53	241	647
УИК №2186	2236	1800	0	1301	67	432	67	1299	49	1317	55	47	111	8	2	0	0	0	65	291	66	271	624
УИК №2187	2754	2000	0	1701	71	228	71	1693	35	1729	85	79	130	6	1	0	0	0	95	339	97	414	784
УИК №2188	2233	2000	0	1334	52	614	52	1330	31	1351	45	41	61	4	2	0	0	0	51	303	64	381	552
УИК №2189	2307	2100	0	1400	37	662	37	1392	45	1384	50	48	43	2	6	0	1	0	64	278	68	434	540
УИК №2190	2004	1800	0	1254	40	506	40	1251	26	1265	45	43	41	2	3	0	0	0	57	249	63	396	500
УИК №2191	1921	1700	0	1019	48	633	48	1017	16	1049	60	58	72	2	0	0	0	0	59	180	65	272	473
УИК №2192	2085	1800	0	1221	46	533	46	1219	23	1242	40	40	48	0	6	0	0	0	51	256	72	361	502
УИК №219	2676	2400	0	1482	54	864	54	1482	38	1498	90	73	36	17	0	0	0	0	81	283	96	417	621
УИК №2193	2089	1900	0	1243	52	605	52	1240	26	1266	45	41	41	4	4	0	0	0	34	232	95	378	527
УИК №2194	2200	2000	0	1275	32	692	32	1273	32	1273	34	33	48	1	3	0	1	0	64	268	57	366	518
УИК №2195	2130	2000	0	1157	54	789	54	1152	27	1179	67	66	36	0	3	1	0	0	64	268	58	359	430
УИК №2196	2113	2000	0	1254	56	690	56	1250	40	1266	45	43	22	2	0	0	0	0	44	235	59	437	491
УИК №2197	2422	2200	0	1384	56	760	56	1381	21	1416	57	54	42	3	8	0	0	0	53	291	72	410	590
УИК №2198	2182	2000	0	1286	53	661	53	1284	31	1306	68	66	53	2	5	0	0	0	60	263	81	385	517
УИК №2199	1829	1600	0	967	68	565	68	966	25	1009	43	41	52	2	2	0	0	0	49	213	63	236	448
УИК №2200	3038	2700	0	1613	85	1002	85	1613	37	1661	65	58	37	7	4	0	0	0	113	316	82	442	708
УИК №2201	2951	2600	0	1512	89	999	89	1512	28	1573	67	62	40	5	9	0	0	0	85	325	80	367	716
УИК №2202	3048	2600	0	1842	106	652	106	1838	45	1899	70	62	60	8	1	0	0	0	81	380	87	589	762
УИК №220	2490	2300	0	1249	66	985	66	1244	40	1270	50	45	38	5	1	0	0	0	70	208	64	354	574
УИК №2203	2421	2200	0	1298	50	852	50	1295	24	1321	51	41	36	10	9	0	0	0	58	298	73	346	546
УИК №2204	2501	2200	0	1425	38	737	38	1419	24	1433	67	65	28	2	1	0	0	0	59	273	76	446	579
УИК №2205	2818	2500	0	1587	55	858	55	1582	31	1606	54	51	60	3	1	0	0	0	88	340	78	390	710
УИК №2206	2497	2200	0	1438	42	720	42	1435	41	1436	49	49	71	0	2	0	0	0	67	267	68	441	593
УИК №2207	2715	2400	0	1684	23	693	23	1680	34	1669	62	58	88	4	1	0	0	0	62	342	85	490	690
УИК №2208	2363	2100	0	1394	36	670	36	1387	15	1408	52	49	32	3	9	0	0	0	61	418	56	333	540
УИК №2209	2903	2400	0	1710	40	650	40	1707	34	1713	81	78	81	3	2	0	0	0	71	367	92	442	741
УИК №2210	2543	2000	0	1385	90	525	90	1379	29	1440	63	60	70	3	7	0	0	0	66	254	80	394	646
УИК №2211	2538	2000	0	1335	55	610	55	1333	20	1368	60	57	54	3	7	0	0	0	78	252	80	382	576
УИК №221	2111	2000	0	1211	35	754	35	1205	30	1210	50	27	38	23	2	0	0	0	44	212	60	443	451
